Field,Degree Level,Name of Degree,University name,Annual Fee,Duration,Intakes,General Entry Requirements and Documents,Language of teaching,Scholarships available
Computer Engineering and Informatics,Undergraduate,BSc Honours Business Computing and Data Analytics,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Computer Engineering and Informatics,Postgraduate,MSc Robotics,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",Sep,"An Honours degree normally classified 2.2 or above, or equivalent, in engineering, computer science or a related area.
Candidates with other degrees are welcome to apply provided they can demonstrate appropriate levels of relevant experience
Candidates without formal qualifications need to demonstrate relevant experience in robotics and the ability to study at postgraduate level.",English,
Computer Engineering and Informatics,Postgraduate,MSc Network Management and Cloud Computing,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Minimum second class honours degree (UK) or an equivalent overseas qualification in computer science or networks, or in a field that provided significant exposure to IT, for example, management, business, mathematics, science or engineering. We also accept applicants with degrees in other fields who can demonstrate relevant industrial experience combined with extensive IT background.",English,
Computer Engineering and Informatics,Postgraduate,MSc Data Science,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"An Honours degree normally classified 2.2 or above, or equivalent, in engineering, computer science or any numerate discipline.
Candidates with other degrees are welcome to apply provided they can demonstrate appropriate levels of relevant experience
Candidates without formal qualifications need to demonstrate relevant experience in the field and the ability to study at postgraduate level.
20-40 hours on fundamentals of programming using Python.",English,
Computer Engineering and Informatics,Postgraduate,MSc Cyber Security and Pen Testing,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",Sep,Minimum of 2.2 honours degree or above in an engineering or a numerate discipline. We also consider candidates with other relevant qualification,English,
Computer Engineering and Informatics,Postgraduate,MSc Engineering Management (Hybrid),Middlessex University,"AED 52,000",2 Years (Part-time),September and January (online/hybrid delivery),Minimum of 2.2 honours degree or above in an engineering or a numerate discipline. We also consider candidates with other relevant qualification,English,
Computer Engineering and Informatics,Postgraduate,MSc Engineering Management,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",September (in person delivery),Minimum of 2.2 honours degree or above in an engineering or a numerate discipline. We also consider candidates with other relevant qualification,English,
Computer Engineering and Informatics,Postgraduate,MSc Legal Technology,Middlessex University,"AED 75,000","1 Year (Full-time), 2 Years (Part-time)",Sep,"The principal criteria for admission are that entrants are capable of working at postgraduate level and are able to succeed at, and benefit from, the programme.  The following would normally be considered appropriate entry qualifications: An Honours Degree together with employment or professional experience in a field relevant to the programme (such as law, legal studies) and at an appropriate level in the field. Applicants with degrees in other disciplines need to be computer-literate, or An Honours Degree in a discipline related to the programme, such as relevant numerate subjects or those providing significant exposure to Information Technology.",English,
Psychology,Foundation,International Foundation Progamme,Middlessex University,"AED 47,850",1 Year,Sep/Jan,5 relevant subjects with good grades (minimum CCCCC). GCSE: Grade C in Maths,English,
Psychology,Undergraduate,BSc Honours Psychology with Human Resource Management,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Psychology,Undergraduate,BSc Honours Psychology with Counselling Skills,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Psychology,Undergraduate,BSc Honours Psychology with Marketing,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Psychology,Undergraduate,BSc Honours Psychology with Education,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Psychology,Undergraduate,BSc Honours Psychology with Criminology,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Psychology,Postgraduate,MSc Applied Psychology,Middlessex University,"AED 88,700",2 Years (Part-time),Sep,"Minimum second class UK honours degree or equivalent qualification, in an appropriate subject. We also consider candidates with other relevant qualifications with work experience on an individual assessment subject to approval by Programme Leader.",English,
Psychology,Postgraduate,MSc Clinical Health Psychology and Wellbeing,Middlessex University,"AED 88,700",2 Years (Part-time),Sep,"Applicants should be working in areas such as psychology, health studies, counselling, mental health, nursing, public health, education, and social welfare. 
We require a 2:1 honour degree or above. 
The undergraduate degree must be in Psychology or a relevant field and include a research method component.
Particular consideration will be given to performance in undergraduate research methods modules or the dissertation.",English,
Law,Foundation,International Foundation Progamme,Middlessex University,"AED 47,850",1 Year,Sep/Jan,5 relevant subjects with good grades (minimum CCCCC). GCSE: Grade C in Maths,English,
Law,Undergraduate,LLB Honours Law,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Law,Undergraduate,LLB Honours Law with Criminology,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Law,Undergraduate,LLB Honours Law with International Relations,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBB,English,
Law,Postgraduate,LLM Law,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",Sep,"The University’s standard entry requirements for LLM/PG Dip/PG Cert Law consists of a Law Degree at 2:2 or Graduate Diploma in Law/CPE.
However, graduates in related disciplines, with law minors or with relevant professional experience or qualifications may be admitted subject to the programme leader’s discretion.
Other non-UK qualifications will be considered in accordance with NARIC guidelines.",English,
Law,Postgraduate,LLM International Law,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",Sep,"The University's standard entry requirement consists of a Law degree at 2:2 or Graduate Diploma in Law/CPE
Graduates in related disciplines, with law minors or with relevant professional experience or qualifications may be admitted subject to the programme coordinator's discretion
Other non-UK qualifications will be considered in accordance with NARIC guidelines.",English,
Law,Postgraduate,MA Global Governance and Sustainable Development,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Jan/PT Sep,"Graduates with a good (2nd class) honours degree, or an equivalent qualification, in a relevant discipline are eligible to apply.
Graduates with a good (2nd class) honours degree, or an equivalent qualification, in any discipline plus relevant work experience are also eligible to apply.
Those without formal qualifications need to demonstrate a minimum of three years relevant voluntary or professional experience, and other professional qualifications and the ability to study at postgraduate level.
If students have relevant qualifications or work experience, academic credit may be awarded towards Middlesex University programme of study.",English,
Law,Postgraduate,MA International Relations,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Jan/PT Sep,"Minimum second class uk honours degree or equivalent qualification, in an appropriate subject. We also consider candidates with other relevant qualifications with work experience on an individual assessment subject to approval by programme leader. Those without formal qualifications will need to demonstrate relevant work experience and the ability to study at postgraduate level.",English,
Law,Postgraduate,LLM International Business Law,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",Sep,"The University's standard entry requirement consists of a Law degree at 2:2 or Graduate Diploma in Law/CPE
Graduates in related disciplines, with law minors or with relevant professional experience or qualifications may be admitted subject to the programme coordinator's discretion
Other non-UK qualifications will be considered in accordance with NARIC guidelines.",English,
Law,Postgraduate,LLM Legal Practice (SQE Pathway),Middlessex University,"AED 92,700","1 Year (Full-time), 2 Years (Part-time)",Sep,"The University’s standard entry requirements for LLM/PG Dip/PG Cert Law consists of a Law Degree at 2:2 or Graduate Diploma in Law/CPE.
However, graduates in related disciplines, with law minors or with relevant professional experience or qualifications may be admitted subject to the programme leader’s discretion.
Other non-UK qualifications will be considered in accordance with NARIC guidelines.",English,
Law,Postgraduate,MSc Legal Technology,Middlessex University,"AED 75,000","1 Year (Full-time), 2 Years (Part-time)",Sep,"The principal criteria for admission are that entrants are capable of working at postgraduate level and are able to succeed at, and benefit from, the programme.  The following would normally be considered appropriate entry qualifications:

An Honours Degree together with employment or professional experience in a field relevant to the programme (such as law, legal studies) and at an appropriate level in the field. Applicants with degrees in other disciplines need to be computer-literate, or 
An Honours Degree in a discipline related to the programme, such as relevant numerate subjects or those providing significant exposure to Information Technology,",English,
Art and Design,Foundation,International Foundation Progamme,Middlessex University,"AED 47,850",1 Year,Sep/Jan,5 relevant subjects with good grades (minimum CCCCC). GCSE: Grade C in Maths,English,
Art and Design,Undergraduate,BA Honours Graphic Design,Middlessex University,"AED 61,450",3 Years,Sep,"Minimum two, maximum three subjects, with grades of B,B,C",English,
Art and Design,Undergraduate,BA Honours Fashion Design,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Media,Foundation,International Foundation Progamme,Middlessex University,"AED 47,850",1 Year,Sep/Jan,5 relevant subjects with good grades (minimum CCCCC). GCSE: Grade C in Maths,English,
Media,Undergraduate,"BA Honours Advertising, PR and Branding",Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBCMinimum Two or Three with grades A*A* / BBC,English,
Media,Undergraduate,BA Honours Creative Writing and Journalism,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Media,Undergraduate,BA Honours Digital Media and Communications,Middlessex University,"AED 61,450",3 Years,Sep,Foundation,English,
Media,Undergraduate,BA Honours Film,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Health and Education,Undergraduate,BA Honours Education Studies,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Health and Education,Postgraduate,MA Education (Teaching and Learning),Middlessex University,"AED 72,100",2 Years (Part-time),FT Sep/PT Jan,"Minimum second class honours degree (UK) or above, or overseas equivalent qualification is required. Currently employed or have work experience in an educational field is a must.",English,
Health and Education,Postgraduate,MA Education SEND (Special Education Needs and Disability),Middlessex University,"AED 72,100",2 Years (Part-time),FT Sep/PT Jan,"Minimum second class honours degree (UK) or above, or overseas equivalent qualification is required. Currently employed or have work experience in an educational field is a must.",English,
Health and Education,Postgraduate,MA Higher Education,Middlessex University,"AED 35,000",2 Years Part-time including PGCertHE,,,English,
Health and Education,Postgraduate,MA Education (Technology Integration and Practice),Middlessex University,"AED 72,100",2 Years (Part-time),FT Sep/PT Jan,"Minimum second class honours degree (UK) or above, or overseas equivalent qualification is required. Currently employed or have work experience in an educational field is a must.",English,
Health and Education,Postgraduate,Postgraduate Certificate in Higher Education (PGCertHE),Middlessex University,"AED 31,500",1 Year (Part-time),Jan,"The candidate will normally be expected to possess a UK honours or equivalent international degree qualification (normally classified 2:2 or above) in, or related to, the candidate’s area of higher education practice. Applicants, who are not graduates, that can demonstrate significant professional practice experience and expertise within a subject discipline or other appropriate qualifications, and who have been employed to work with students because of that expertise, may also be admitted to the programme. It is essential that applicants are already teaching students in Higher Education. Applicants should have a minimum of 100 hours of teaching at university level 4 or above over the duration of the course to be able to reflect on their current teaching experience and thus be able to reflect on their current teaching experience and thus complete the course assignments, including teaching observations",English,
Health and Education,Postgraduate,MA Education (Leadership and Management),Middlessex University,"AED 72,100",2 Years (Part-time),FT Sep/PT Jan,"Minimum second class honours degree (UK) or above, or overseas equivalent qualification is required. Currently employed or have work experience in an educational field is a must.",English,
Health and Education,Postgraduate,MSc Sport Performance Analysis,Middlessex University,"AED 75,000","1 Year (Full-time), 2 Years (Part-time)",Sep,"Appropriate qualifications or experience: 
A second-class honours degree 2:2 or above in a sport or exercise related field. 
Candidates with undergraduate degrees in all sciences, maths and IT areas are welcome to apply
Applicants who have completed the ISPAS accreditation and have extensive experience in the area will be considered via an interview",English,
-,Foundation,Standard Foundation,Murdoch University,"AED 44,100(Total)",1 year,jan/may/sept,"official copy of your academic transcript (both original and English translated versions if applicable)
A certified copy of your exam results in English (if available and applicable)
Copy of Passport
Visa replica (for students in the UAE only), cv, Minimum 40%",english,
Business,Foundation,Diploma of Business,Murdoch University,AED 56400(Total),1 year,jan/may/sept,,english,
Business,Undergraduate,Bachelor of Business in Finance,Murdoch University,AED 56400,3 years,jan/may/sept,,english,
Business,Undergraduate,Bachelor of Business in Accounting,Murdoch University,AED 56400,3 years,jan/may/sept,,english,
Business,Undergraduate,Bachelor of Business in Management,Murdoch University,AED 56400,3 years,jan/may/sept,,english,
Business,Undergraduate,Bachelor of Business in Marketing,Murdoch University,AED 56400,3 years,jan/may/sept,,english,
Business,Postgraduate,Graduate Certificate in Business Administration,Murdoch University,"AED 25,000(Total)",4 - 8 months,jan/may/sept,,english,
Business,Postgraduate,Master of Business Administration (MBA),Murdoch University,"AED 89,000(Total)",1 - 2 years,jan/may/sept,,english,
Information Technology,Foundation,Diploma of Information Technology,Murdoch University,AED 56400(Total),1 year,jan/may/sept,,english,
Information Technology,Undergraduate,Bachelor of Information Technology in Artificial Intelligence and Autonomous Systems,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Information Technology,Undergraduate,Bachelor of Information Technology in Business Information Systems,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Information Technology,Undergraduate,Bachelor of Information Technology in Computer Science,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Information Technology,Undergraduate,Bachelor of Information Technology in Cyber Security and Forensics,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Communication,Foundation,Diploma of Communication,Murdoch University,AED 56400(Total),1 year,jan/may/sept,,english,
Communication,Undergraduate,Bachelor of Communication in Strategic Communication,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Communication,Undergraduate,Bachelor of Communication in Web Communication,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Psychology,Foundation,Diploma of Psychological Studies,Murdoch University,AED 56400(Total),1 year,jan/may/sept,,english,
Psychology,Undergraduate,Bachelor of Arts in Psychology,Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Education,Postgraduate,Graduate Certificate in Education (Instructional Leadership),Murdoch University,"AED 25,000(Total)",8 months,jan/may/sept,,english,
Education,Postgraduate,Graduate Certificate in Education (International Education),Murdoch University,"AED 25,000(Total)",8 months,jan/may/sept,,english,
Education,Postgraduate,Master of Education (MEd),Murdoch University,"AED 75,000(Total)",2 years,jan/may/sept,,english,
Criminology,Undergraduate,Criminology (Second Major only),Murdoch University,"AED 56,400",3 years,jan/may/sept,,english,
Business,Undergraduate,Bachelor of Science in Global Business Management,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,Minimum 5 IGCSE (C’s or above) and 2 As or 1 A level (D’s or above),English,"Max is 50%, based on merit"
Business,Undergraduate,Bachelor of Science in Marketing,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,"Math, Physics and 1 of Chemistry/Biology minimum grade C or above in IGCSE or in AS/A Level.",English,
Business,Undergraduate,Bachelor of Science in Finance,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,Completion of Grade 12/ Year 13,English,
Engineering,Undergraduate,Bachelor of Science in Electrical Engineering,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,Minimum average 80%,English,
Engineering,Undergraduate,Bachelor of Science in Mechanical Engineering,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,Equivalency Cetificate,English,
Engineering,Undergraduate,Bachelor of Science in Industrial Engineering,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,Transcripts,English,
Engineering,Postgraduate,Master of Science in Electrical Engineering,Rochester Institute of Technology,"AED117,000",1 year,Sep/Feb,Passport,English,
Engineering,Postgraduate,Master of Science in Mechanical Engineering,Rochester Institute of Technology,"AED117,000",1 year,Sep/Feb,,English,
Engineering,Postgraduate,Master of Science in Engineering Management,Rochester Institute of Technology,"AED117,000",1 year,Sep/Feb,,English,
Computing,Undergraduate,Bachelor of Science in Computing and Information Technologies,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,,English,
Computing,Undergraduate,Bachelor of Science in Cybersecurity,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,,English,
Computing,Undergraduate,Master of Science in Cybersecurity,Rochester Institute of Technology,"AED117,000",1 year,Sep/Feb,,English,
Professional Studies,Postgraduate,Master of Science inProfessional Studies:Smart Cities,Rochester Institute of Technology,"AED143,550",1 year,Sep/Feb,,English,
Professional Studies,Postgraduate,Master of Science inProfessional Studies:Data Analytics,Rochester Institute of Technology,"AED128,700",1 year,Sep/Feb,,English,
Professional Studies,Postgraduate,Master of Science in Professional Studies: Future Foresight and Planning,Rochester Institute of Technology,"AED128,700",1 year,Sep/Feb,,English,
Psychology,Undergraduate,Bachelor of Science in Psychology,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,,English,
Psychology,Undergraduate,Bachelor of Fine Arts in New Media Design,Rochester Institute of Technology,AED61950,4 years,Sep/Feb,,English,
Business,Undergraduate,Bachelor of Business Administration( Accounting and finance),Symbiosis International University,"AED 51000(1st yr), 42000, 42500(4th year)",4years,,"For UG: 12th marks minimum 60%,",English,
Business,Postgraduate,MBA(Strategic Management & Leardership/Innovation..),Symbiosis International University,"AED 54000(1st yr), 45500",2years,,,English,
Computer,Undergraduate,Bachelor of Computer Applications( AI/ML/Cloud computing/DS,Symbiosis International University,"AED 51000(1st yr), 42000, 42500(4th year)",4years,,For PG: 3.0/4.0 CGPA,English,
Arts (Mass Communicaion),Undergraduate,Bachelor of Artss (Digital Marketing & Advertising / Public Relations),Symbiosis International University,"AED 51000(1st yr), 42000, 42500(4th year)",4years,,,English,
,Undergraduate,Hotel & Restaurant Management,Synergy University,AED 36700,4 years,feb/sept,IELTS with minimum 5,english,"For Bachelors programs is 30% in the first year. And another 30% for the last semester.

For Masters is 20% in the first year. And Another 20% in the last semester.

For MBA is 30% for the first semester. And 50% if the student chose to pay for the entire program.



Applicants must send documents and pay at least 500$ registration fee. Before the end of this month of November"
,Postgraduate,Hotel & Restaurant Management,Synergy University,AED 36700-51380,2 years,feb/sept,"GPA 2.5, percentage 70%,TOEFL- 61",english,
,Undergraduate,Global Economy & Sustainability,Synergy University,AED 36700,4 years,feb/sept,passport,english,
,Postgraduate,Global Economy,Synergy University,AED 36700-51380,2 years,feb/sept,transcripts,english,
,Undergraduate,Innovative Entrepreneurship,Synergy University,AED 36700,4 years,feb/sept,,english,
,Postgraduate,Executive Masters in Business Administration Program,Synergy University,-,1.5 years,feb/sept,,english,
Business and computing,Undergraduate,BA (Hons) Accounting and Finance,Stirling University,"AED 40,000",3 years,jan,"For UG: CBSE/ICSE- 65%, American curriculum-80%, Certificates, Transcripts, Passport",english,
Business and computing,Undergraduate,BSc (Hons) Management,Stirling University,"AED 40,000",4 years,jan,"IELTS- 6, 5.5 each, TOEFL-78,",english,
Business and computing,Undergraduate,BSc (Hons) Business Computing,Stirling University,"AED 40,000",4 years,jan,Pearson Test of English (Academic) 60 overall with a minimum of 59 in each sub,english,
Business and computing,Undergraduate,BSc (Hons) Computing Science,Stirling University,"AED 40,000",3 years,jan,,english,
Business and computing,Postgraduate,MSc Finance,Stirling University,"AED 50,000",1 year,jan,,english,
Business and computing,Postgraduate,MSc Financial Technology (Fintech),Stirling University,"AED 50,000",1 year,jan,"For PG: minimum of a second class Honours degree, Certificates, Transcripts, Passport",english,
Business and computing,Postgraduate,MSc Big Data,Stirling University,"AED 50,000",1 year,jan,"IELTS- 6, 5.5 each, TOEFL-78,
Pearson Test of English (Academic) 60 overall with a minimum of 59 in each sub",english,
Engineering,Undergraduate,BSc (Hons) Software Engineering,Stirling University,"AED 40,000",4 years,jan,,,
Engineering,Foundation,Foundation in Engineering,University of Bolton (Ras Al Khaima),AED 27500,,jan/sept,"For UG: Application form
High-school certificate
Bachelor’s degree (if applying for a master’s course)
Passport
Financial Statement
English proficiency test",english,95%-100%= 40%
Engineering,Undergraduate,B.Eng (Hons) Civil Engineering,University of Bolton (Ras Al Khaima),AED 32300 + AED 816 (Exam fee),,jan/sept,,english,90%-94%= 35%
Engineering,Undergraduate,B.Eng (Hons) Mechanical Engineering,University of Bolton (Ras Al Khaima),AED 32300 + AED 816 (Exam fee),,jan/sept,,english,85%-89%= 30%
Engineering,Undergraduate,B.Eng (Hons) Software Engineering,University of Bolton (Ras Al Khaima),AED 32300 + AED 816 (Exam fee),,jan/sept,"English Language programme IELTS 4.0 minimum.
Foundation programme IELTS 5.0 (or equivalent).
Undergraduate programmes IELTS 6.0 (or equivalent).
Postgraduate programmes normally IELTS 6.0 (or equivalent).
If you do not meet the English language entry requirements, you can undertake a pre-sessional English language programme.",english,80%-84%= 25%
Engineering,Undergraduate,B.Eng (Hons) Software Engineering (Top up Degree),University of Bolton (Ras Al Khaima),AED 35000 + AED 816 (Exam fee),,jan/sept,,english,70%-79%= 15%
Engineering,Undergraduate,B.Eng (Hons) Electrical and Electronics Engineering (Top up Degree),University of Bolton (Ras Al Khaima),AED 35000 + AED 816 (Exam fee),,jan/sept,,english,
Engineering,Postgraduate,M.Sc Engineering Management,University of Bolton (Ras Al Khaima),AED 49500 + AED 980 (Exam fee),,jan/sept,,english,
Computing,Undergraduate,Bsc (Hons) Computing,University of Bolton (Ras Al Khaima),AED 27500 + AED 816 (Exam fee),,jan/sept,,english,
Computing,Undergraduate,Bsc (Hons) Computing (Top up Degree),University of Bolton (Ras Al Khaima),AED 35000 + AED 816 (Exam fee),,jan/sept,,english,
Psychology,Undergraduate,Bsc (Hons) Psychology,University of Bolton (Ras Al Khaima),AED 32300 + AED 655 (Exam fee),,jan/sept,,english,
Business,Undergraduate,B.A (Hons) Accountancy,University of Bolton (Ras Al Khaima),AED 27500 + AED 655 (Exam fee),3 years,jan/sept,,english,
Business,Postgraduate,Msc Accountancy and Financial Management,University of Bolton (Ras Al Khaima),AED 49500 + AED 980 (Exam fee),,jan/sept,,english,
Business,Postgraduate,Msc Accountancy and Financial Management (Top up Degree),University of Bolton (Ras Al Khaima),AED 25000 + AED 560 (Exam fee),,jan/sept,,english,
Business,Foundation,Foundation in Business,University of Bolton (Ras Al Khaima),AED 27500,,jan/sept,,english,
Business,Undergraduate,Bsc (Hons) Business Management,University of Bolton (Ras Al Khaima),AED 27500 + AED 655 (Exam fee),,jan/sept,,english,
Business,Undergraduate,Bsc (Hons) Business Management (Top up Degree),University of Bolton (Ras Al Khaima),AED 35000 + AED 816 (Exam fee),,jan/sept,,english,
Business,Postgraduate,Master of Business Administration (80 credits),University of Bolton (Ras Al Khaima),AED 25000 + AED 730 (Exam fee),,jan/sept,For PG: Bachelor degree minimum lower second class,english,
Business,Postgraduate,Master of Business Administration,University of Bolton (Ras Al Khaima),AED 49500 + AED 1090 (Exam fee),,jan/sept,,english,
Business,Postgraduate,Msc Construction Project Management,University of Bolton (Ras Al Khaima),AED 49500 + AED 980 (Exam fee),,jan/sept,,english,
Law,Undergraduate,B.A (Hons) Law,University of Bolton (Ras Al Khaima),AED 27500 + AED 655 (Exam fee),,jan/sept,,,
Business & Commerce,Foundation,Internation Foundation Year,University of Wollongong,"AED 60,000",7 - 9 months,Sep/Jan/April,"For UG: Minimum 5 IGCSE/GCSE subjects – Grade D
and Minimum of 3 A level subjects – Grade CCD. Completion of Year 13",English,
Business & Commerce,Undergraduate,Bachelor of Business Administration,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,Equivalency Certificate,English,
Business & Commerce,Undergraduate,Bachelor of Business - Accountancy,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,Transcript,English,
Business & Commerce,Undergraduate,Bachelor of Business - Finance,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,Passport,English,
Business & Commerce,Undergraduate,Bachelor of Business - Marketing,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Business & Commerce,Undergraduate,Bachelor of Business - Management,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Business & Commerce,Undergraduate,Bachelor of Business - HR Management,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Business & Commerce,Undergraduate,Bachelor of Business - International Business,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,For PG: 2nd Class Honours with lower division (or min 50%),English,
Business & Commerce,Undergraduate,Bachelor of Business - Business Analytics,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,Equivalency Certificate,English,
Business & Commerce,Graduate Certificate,Graduate Certificate in Business,University of Wollongong,"AED 37,661",6 Months,Sep/Jan/April,Transcript,English,
Business & Commerce,Graduate Certificate,Graduate Certificate in Human Resource Management,University of Wollongong,"AED 37,661",6 Months,Sep/Jan/April,Passport,English,
Business & Commerce,Graduate Certificate,Graduate Certificate in Marketing,University of Wollongong,"AED 37,661",6 Months,Sep/Jan/April,CV,English,
Business & Commerce,Postgraduate,Master of Business Administration (MBA),University of Wollongong,"AED 115,167 (Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Applied Finance - Investing,University of Wollongong,"AED 112,984(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Applied Finance - Financial Services,University of Wollongong,"AED 112,984(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Applied Finance - Corporate Treasury,University of Wollongong,"AED 112,984(Total Fees)",18 - 24 Months,Sep/Jan/April,"IELTS Academic- Overall score of 6.5 with 6.0 in Reading, Writing, Listening and Speaking
TOEFL Internet-based- 88 with not less than 22 in Writing, 20 in Reading, 17 in Listening, 18 in Speaking
TOEFL Computer based- 231 with a 4.5 TWE/Essay Writing
TOEFL* International paper based- 575 with a 4.5 TWE/Essay Writing
EmSAT Achieve English- 1550",English,
Business & Commerce,Postgraduate,Master of Marketing,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Business Analytics,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Supply Chain Management,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Management,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of International Business,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Innovation & Entrepreneurship,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Master of Human Resource Management,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Business & Commerce,Postgraduate,Global Executive Master of Luxury Management,University of Wollongong,"AED 148,838 (Total Fees)",Up to 18 Months,Sep/Jan/April,,English,
Business & Commerce,Doctorate,Doctor of Philosophy (PhD),University of Wollongong,"AED 248,062.50(Total Fees)",3 - 4 years (Full-Time)/6 - 8 Years (Part-Time),Sep/Jan/April,,English,
Engineering,Foundation,International Foundation Year,University of Wollongong,"AED 60,000",7 - 9 months,Sep/Jan/April,,English,
Engineering,Undergraduate,Bachelor of Engineering (Hons) - Computer and Autonomous Systems Engineering,University of Wollongong,"AED 65,628",4 Years,Sep/Jan/April,,English,
Engineering,Undergraduate,Bachelor of Engineering (Hons) - Civil Engineering,University of Wollongong,"AED 65,628",4 Years,Sep/Jan/April,,English,
Engineering,Undergraduate,Bachelor of Engineering (Hons) - Mechanical Engineering,University of Wollongong,"AED 65,628",4 Years,Sep/Jan/April,,English,
Engineering,Undergraduate,Bachelor of Engineering (Hons) - Electrical and Electronics Engineering,University of Wollongong,"AED 65,628",4 Years,Sep/Jan/April,,English,
Engineering,Undergraduate,Bachelor of Engineering (Hons) - Mechatronic Engineering,University of Wollongong,"AED 65,628",4 Years,Sep/Jan/April,,English,
Engineering,Postgraduate,Master of Engineering Management,University of Wollongong,"AED 65,628",4 Years,Sep/Jan/April,,English,
Computer Science,Undergraduate,Bachelor of Computer Science,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
